Name,Album,Artist,Popular_date,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
Follow You Down,Follow You Down,Gin Blossoms,1998,1996-01-01,227226,0,0.494,0.012,0.494,0.913,0.0,0.0702,-6.22,0.0477,155.88,4
Til I Hear It From You,Follow You Down,Gin Blossoms,1998,1996-01-01,228902,0,0.576,0.118,0.576,0.744,0.0,0.304,-7.95,0.03,124.42,4
Sittin' Up In My Room - from Waiting to Exhale - Original Soundtrack,Waiting To Exhale,Various Artists,1998,1995-11-14,292066,54,0.796,0.245,0.796,0.515,0.00196,0.0515,-8.083,0.0276,93.278,4
How Do You Want It,All Eyez On Me,2Pac,1998,1996-02-13,287546,3,0.763,0.0346,0.763,0.84,0.0,0.0601,-3.704,0.0929,92.477,4
It's All Coming Back to Me Now - Radio Edit 1,My Love Essential Collection,Céline Dion,1998,2008,320373,50,0.366,0.58,0.366,0.593,0.0,0.0845,-7.107,0.0537,177.291,4
Change the World,Clapton Chronicles: The Best of Eric Clapton,Eric Clapton,1998,1999-10-12,234866,67,0.721,0.492,0.721,0.558,0.00563,0.113,-8.8,0.0246,96.887,4
Hey Lover,Mr. Smith,LL Cool J,1998,1995-01-01,284693,0,0.707,0.35,0.707,0.421,0.0,0.112,-12.399,0.0743,88.1,4
Loungin,Mr. Smith,LL Cool J,1998,1995-01-01,252000,0,0.754,0.163,0.754,0.745,0.000649,0.0391,-8.957,0.0621,91.105,4
Insensitive,Living Under June,Jann Arden,1998,1994-01-01,256026,0,0.514,0.187,0.514,0.446,0.000155,0.127,-10.167,0.0266,178.669,4
Be My Lover,Sweet Dreams,La Bouche,1998,1996-01-16,240266,62,0.669,0.00129,0.669,0.941,4.3E-06,0.886,-5.765,0.0313,134.809,4
Name,A Boy Named Goo,The Goo Goo Dolls,1998,1995-03-10,270000,66,0.464,0.0691,0.464,0.701,0.00182,0.0766,-5.943,0.0341,73.97,4
Who Will Save Your Soul,Pieces Of You,Jewel,1998,1995,239293,0,0.686,0.704,0.686,0.467,0.00103,0.13,-9.712,0.0419,126.179,4
Where Do You Go,My Promise,No Mercy,1998,1996-10-05,272093,61,0.734,0.0346,0.734,0.828,0.118,0.071,-11.018,0.0318,127.06,4
Gangsta's Paradise (feat. L.V.),Gangsta's Paradise (US Release),Coolio,1999,1995-11-07,241933,0,0.641,0.0372,0.641,0.63,0.0,0.4,-6.393,0.0521,79.955,4
Waterfalls,Crazysexycool,TLC,1999,1994-11-15,279506,72,0.77,0.311,0.77,0.505,7.4E-05,0.0777,-7.345,0.0828,171.798,4
Creep,Crazysexycool,TLC,1999,1994-11-15,268533,67,0.811,0.0193,0.811,0.458,1.41E-06,0.0526,-9.688,0.0402,92.94,4
Kiss from a Rose,Seal,Seal,1999,1994-05-31,288426,73,0.583,0.684,0.583,0.532,0.0,0.306,-7.11,0.0309,131.741,3
On Bended Knee,II,Boyz II Men,1999,1994-01-01,329800,58,0.631,0.413,0.631,0.516,0.0,0.115,-8.225,0.0353,116.654,4
Another Night,Another Night,Real McCoy,1999,1995-03-28,236933,60,0.813,0.0908,0.813,0.882,0.00457,0.147,-7.575,0.0402,125.983,4
Fantasy,Daydream,Mariah Carey,1999,1995-09-26,243493,70,0.669,0.139,0.669,0.727,0.0,0.123,-7.588,0.0353,102.322,4
Take a Bow,Bedtime Stories,Madonna,1999,1994-10-25,321360,53,0.568,0.417,0.568,0.366,3.39E-06,0.0664,-8.854,0.0258,79.98,4
Don't Take It Personal (Just One of Dem Days),Miss Thang,Monica,1999,1995-07-18,258466,57,0.731,0.00864,0.731,0.355,5.14E-05,0.0579,-12.741,0.0603,175.72,4
This Is How We Do It,This Is How We Do It,Montell Jordan,1999,1995-01-01,277293,57,0.775,0.042,0.775,0.606,0.0,0.523,-9.86,0.12,103.648,4
I Know,Wild Seed - Wild Flower,Dionne Farris,1999,1994-10-25,227826,40,0.589,0.0502,0.589,0.962,0.00225,0.242,-6.815,0.181,103.396,4
Water Runs Dry,II,Boyz II Men,1999,1994-01-01,201400,53,0.589,0.475,0.589,0.368,0.0,0.108,-12.979,0.0264,89.626,4
Freak Like Me,Do You Wanna Ride?,Adina Howard,1999,1995,253613,60,0.655,0.0262,0.655,0.837,5.85E-06,0.0454,-6.04,0.0723,91.014,4
Run-Around,Four,Blues Traveler,1999,1994-01-01,279800,63,0.629,0.0865,0.629,0.867,0.0,0.126,-7.307,0.0603,151.695,4
I Can Love You Like That,And The Music Speaks,All-4-One,1999,1995-01-01,257959,58,0.635,0.0811,0.635,0.712,0.0,0.322,-4.998,0.0283,91.024,4
Have You Ever Really Loved A Woman?,18 Til I Die,Bryan Adams,1999,1996-06-04,291666,69,0.57,0.536,0.57,0.478,1.33E-05,0.0931,-10.185,0.0322,145.517,3
Always,Cross Road,Bon Jovi,1999,1994-01-01,353026,0,0.428,0.151,0.428,0.662,1.84E-06,0.215,-5.433,0.0295,71.515,4
Boombastic,Boombastic,Shaggy,1999,1995-07-11,249933,67,0.867,0.242,0.867,0.538,1.75E-05,0.316,-16.183,0.361,158.328,4
Total Eclipse of the Heart,Secrets,Nicki French,1999,1995,235159,0,0.603,0.00682,0.603,0.789,0.0,0.11,-8.939,0.0285,136.049,4
You Gotta Be,I Ain't Movin',Des'ree,1999,1994-04-27,245200,65,0.627,0.211,0.627,0.669,2.72E-06,0.111,-9.985,0.0412,94.029,4
