Name,Album,Artist,Popular_date,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
Never Gonna Give You Up,Whenever You Need Somebody,Rick Astley,1988,1987-12-08,212826,68,0.727,0.135,0.727,0.939,4.35E-05,0.151,-11.855,0.0369,113.33,4
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,1988,1987-01-01,356400,3,0.449,0.141,0.449,0.901,0.0675,0.128,-7.711,0.0526,125.148,4
So Emotional,Whitney,Whitney Houston,1988,1987-06-02,276666,60,0.698,0.271,0.698,0.791,4.74E-05,0.199,-10.012,0.0495,119.081,4
Heaven Is A Place On Earth,Heaven On Earth,Belinda Carlisle,1988,1987-10-05,247293,64,0.64,0.031,0.64,0.81,2.22E-06,0.0492,-10.19,0.033,122.868,4
Could've Been,Tiffany,Tiffany,1988,1987-01-01,212693,47,0.474,0.554,0.474,0.238,3.95E-06,0.107,-15.595,0.0271,99.005,3
Hands To Heaven,All That Jazz,Breathe,1988,1988-01-01,259506,50,0.543,0.242,0.543,0.384,1.16E-06,0.266,-15.018,0.0307,128.768,4
Roll With It,Roll With It,Steve Winwood,1988,1988-01-01,320733,52,0.759,0.07,0.759,0.645,0.0403,0.0986,-13.352,0.0276,117.254,4
One More Try - Remastered,Faith,George Michael,1988,1987-10-30,350666,44,0.551,0.434,0.551,0.291,3.78E-05,0.11,-12.544,0.0283,119.005,3
Wishing Well,Do You Love Me Like You Say: The Very Best Of Terence Trent D'Arby,Terence Trent D'Arby,1988,2006,210426,0,0.852,0.0766,0.852,0.654,0.0,0.116,-6.901,0.0573,104.932,4
Anything for You,Let It Loose,Gloria Estefan,1988,1987-06-02,221866,47,0.582,0.655,0.582,0.397,0.0,0.0399,-13.099,0.033,143.798,4
The Flame,Lap Of Luxury,Cheap Trick,1988,1988-04-12,338800,66,0.629,0.513,0.629,0.581,2.06E-06,0.0755,-11.856,0.027,97.074,4
"Get Outta My Dreams, Get into My Car",Tear Down These Walls,Billy Ocean,1988,1988,333506,5,0.661,0.0557,0.661,0.911,5.68E-06,0.349,-6.571,0.0417,117.147,4
Seasons Change,Exposure,Exposé,1988,1987,292533,35,0.571,0.252,0.571,0.494,0.000785,0.318,-13.169,0.0286,174.184,4
Is This Love,Whitesnake,Whitesnake,1988,1987-01-01,285066,0,0.339,0.0779,0.339,0.632,0.0,0.128,-11.465,0.0321,180.29,4
Pour Some Sugar On Me - Remastered 2017,Hysteria (Super Deluxe),Def Leppard,1988,1987-08-03,267306,74,0.267,0.00211,0.267,0.953,0.0,0.283,-4.899,0.096,84.989,4
I'll Always Love You,Tell It To My Heart,Taylor Dayne,1988,1988-01-19,271000,0,0.624,0.337,0.624,0.348,1.07E-05,0.103,-12.963,0.0226,85.308,4
Look Away,Chicago 19,Chicago,1989,1988-06-20,241333,28,0.407,0.43,0.407,0.569,0.0,0.144,-7.452,0.0338,172.986,4
My Prerogative,Don't Be Cruel,Bobby Brown,1989,1988-01-01,291560,57,0.762,0.0655,0.762,0.625,0.0,0.252,-10.481,0.0562,110.163,4
Every Rose Has Its Thorn - Remastered 2003,Open Up And Say...Ahh! (20th Anniversary Edition),Poison,1989,1988-03-21,260173,72,0.533,0.16,0.533,0.637,1.12E-05,0.369,-5.571,0.0323,140.167,4
Straight Up,Forever Your Girl,Paula Abdul,1989,1988-01-01,251466,62,0.769,0.267,0.769,0.826,0.0177,0.0638,-8.252,0.0624,95.862,4
Miss You Much,Rhythm Nation 1814,Janet Jackson,1989,1989-09-19,252333,49,0.702,0.0305,0.702,0.975,0.000134,0.165,-7.968,0.0396,115.185,4
Cold Hearted,Forever Your Girl,Paula Abdul,1989,1988-01-01,231400,54,0.879,0.149,0.879,0.679,0.00871,0.0787,-8.59,0.0421,122.38,4
Wind Beneath My Wings,Beaches (Original Soundtrack Recording),Bette Midler,1989,1988,293853,65,0.51,0.551,0.51,0.458,0.0,0.0853,-7.566,0.0289,123.694,4
Girl You Know It's True,Girl You Know It's True - The Best Of Milli Vanilli,Milli Vanilli,1989,2013-07-26,198573,61,0.772,0.00797,0.772,0.822,0.00148,0.457,-5.649,0.123,97.718,4
"Baby, I Love Your Way/Freebird",Will To Power,Will To Power,1989,1988-08-09,247200,56,0.625,0.02,0.625,0.435,0.00243,0.201,-12.02,0.0286,150.829,4
Giving You the Best That I Got - Single Version,American 80's,Various Artists,1989,2017-03-17,233973,50,0.637,0.765,0.637,0.542,0.0,0.302,-8.173,0.0356,105.322,4
Right Here Waiting,Repeat Offender,Richard Marx,1989,1989-01-01,264333,76,0.395,0.8,0.395,0.252,0.0,0.101,-13.589,0.0301,177.679,4
Waiting for a Star to Fall,Reel Life,Boy Meets Girl,1989,1988,270506,0,0.671,0.0775,0.671,0.86,2.15E-06,0.159,-5.192,0.0264,116.465,4
Lost in Your Eyes,Electric Youth,Debbie Gibson,1989,1989-01-10,213000,66,0.482,0.46,0.482,0.613,0.000856,0.129,-7.462,0.0295,144.46,4
Don't Wanna Lose You,Cuts Both Ways,Gloria Estefan,1989,1989-07-11,250066,43,0.545,0.413,0.545,0.356,1.56E-06,0.128,-14.127,0.0245,82.214,4
Heaven,Dirty Rotten Filthy Stinking Rich,Warrant,1989,1989,236843,61,0.462,0.115,0.462,0.488,0.0,0.128,-11.143,0.0287,145.789,4
I'm Gonna Miss You,Greatest Hits,Milli Vanilli,1989,2007-03-01,239640,44,0.72,0.111,0.72,0.504,0.00223,0.109,-9.034,0.0449,75.656,4
The Look,Look Sharp! (2009 Version),Roxette,1989,1988-10-19,237320,7,0.634,0.0531,0.634,0.838,8.34E-06,0.0522,-5.363,0.0413,95.011,4
She Drives Me Crazy,The Raw And The Cooked,Fine Young Cannibals,1989,1988,215773,0,0.799,0.193,0.799,0.687,0.000188,0.0307,-5.682,0.0431,108.804,4
On Our Own,Ghostbusters II,Various Artists,1989,1989-06-16,294413,49,0.659,0.0035,0.659,0.899,0.0,0.0629,-6.207,0.0423,101.802,4
Two Hearts,...Hits,Phil Collins,1989,1998-09-25,204093,0,0.589,0.334,0.589,0.808,0.0512,0.0514,-6.578,0.0354,155.599,4
